instructions,inputs,aspects,outputs
Please extract the sentiment polarity for the given aspect in the review:,O serviço de limpeza é muito eficiente.,limpeza,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Room Tip: só tem quartos com carpete ,e janelas não abrem de ruim só isso o resto é ok",carpete,negativa
Please extract the sentiment polarity for the given aspect in the review:,"O Hotel tem ótima localização, perto do centro histórico e principais atrações de Porto Alegre.",hotel,neutra
Please extract the sentiment polarity for the given aspect in the review:,"O Hotel tem ótima localização, perto do centro histórico e principais atrações de Porto Alegre.",localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,Quarto com ar-condicionado que funcionava bem e cama confortável!,quarto,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Pra quem pretende ficar o dia todo na rua e voltar pro Hotel somente pra dormir, está ótimo!!",rua,neutra
Please extract the sentiment polarity for the given aspect in the review:,"A limpeza por parte da camareira também deixou a desejar, pois deixei um frasco vazio de xampú no chão do banheiro, que não foi recolhido pela camareira, permanecendo no chão durante os 5 dias que fiquei no hotel.",limpeza,negativa
Please extract the sentiment polarity for the given aspect in the review:,"A limpeza por parte da camareira também deixou a desejar, pois deixei um frasco vazio de xampú no chão do banheiro, que não foi recolhido pela camareira, permanecendo no chão durante os 5 dias que fiquei no hotel.",hotel,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Hotel com fornecimento honesto,bom serviço e excelente cama e travesseiros e limpeza da roupa de cama.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Hotel com fornecimento honesto,bom serviço e excelente cama e travesseiros e limpeza da roupa de cama.",serviço,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Hotel com fornecimento honesto,bom serviço e excelente cama e travesseiros e limpeza da roupa de cama.",cama,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Hotel com fornecimento honesto,bom serviço e excelente cama e travesseiros e limpeza da roupa de cama.",travesseiro,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Hotel com fornecimento honesto,bom serviço e excelente cama e travesseiros e limpeza da roupa de cama.",limpeza,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Hotel com fornecimento honesto,bom serviço e excelente cama e travesseiros e limpeza da roupa de cama.",roupa de cama,positiva
Please extract the sentiment polarity for the given aspect in the review:,Bom café da manhã.,café da manhã,positiva
Please extract the sentiment polarity for the given aspect in the review:,Atendimento bom.,atendimento,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Chegamos neste hotel por volta das 23 hs e apesar de termos avisado da chegada neste horario, disseram que não havia mais quartos.",hotel,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Chegamos neste hotel por volta das 23 hs e apesar de termos avisado da chegada neste horario, disseram que não havia mais quartos.",quarto,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Num país sério ou numa cidade onde existisse um pouco de consideração com o ser huamano, este local já deveria estar interditado ha tempos.",cidade,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Não tivemos como arrumarmos outro hotel naquela hora e resolvemos ficar por lá num dos quartos que na cabeça deles estava habitavel, mas nos arrependemos até a morte, pois seria melhor dormirmos na rua que naquela pocilga.",rua,neutra
Please extract the sentiment polarity for the given aspect in the review:,O hotel segue corretamente os padrões do Mercure o que significa ser bom.,hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Excelente localização, isolamento acústico muito bom.",localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,A funcionária que me recebeu na recepção visivelmente não gosta de brasileiros o que causou uma impressão ruim.,recepção,negativa
Please extract the sentiment polarity for the given aspect in the review:,Os quartos são pequenos e quase não tem espaço para as malas.,quarto,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Jamais voltaria, embora tenha uma boa e reformada recepção, qdo entramos no apartamento a história muda, instalações precárias, banheiro ruim, velho, a porta do Box caindo expondo o hospede a riscos, ar condicionado super barulhento, quarto mofado, um horror!",recepção,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Jamais voltaria, embora tenha uma boa e reformada recepção, qdo entramos no apartamento a história muda, instalações precárias, banheiro ruim, velho, a porta do Box caindo expondo o hospede a riscos, ar condicionado super barulhento, quarto mofado, um horror!",apartamento,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Jamais voltaria, embora tenha uma boa e reformada recepção, qdo entramos no apartamento a história muda, instalações precárias, banheiro ruim, velho, a porta do Box caindo expondo o hospede a riscos, ar condicionado super barulhento, quarto mofado, um horror!",instalações,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Jamais voltaria, embora tenha uma boa e reformada recepção, qdo entramos no apartamento a história muda, instalações precárias, banheiro ruim, velho, a porta do Box caindo expondo o hospede a riscos, ar condicionado super barulhento, quarto mofado, um horror!",quarto,negativa
Please extract the sentiment polarity for the given aspect in the review:,Café da manhã com sucos artificiais para piorar a situação!!,café da manhã,negativa
Please extract the sentiment polarity for the given aspect in the review:,"No no quarto tinha geladeira, microondas e cafeteira.",quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"No no quarto tinha geladeira, microondas e cafeteira.",cafeteira,neutra
Please extract the sentiment polarity for the given aspect in the review:,"O chuveiro excelentle, bem proximo da 7 Av.",chuveiro,positiva
Please extract the sentiment polarity for the given aspect in the review:,O metro ficava bem próximo do nosso hotel.,hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,Room Tip: Os apartamentos do lado sul são mais silenciosos.,apartamento,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O hotel fica próximo do aeroporto e tem transfer gratuito, entretanto a av. Farrapos tem trânsito contínuo e o quarto não tem isolamento acústico, o que é terrível para dormir.",hotel,neutra
Please extract the sentiment polarity for the given aspect in the review:,"O hotel fica próximo do aeroporto e tem transfer gratuito, entretanto a av. Farrapos tem trânsito contínuo e o quarto não tem isolamento acústico, o que é terrível para dormir.",aeroporto,neutra
Please extract the sentiment polarity for the given aspect in the review:,"O hotel fica próximo do aeroporto e tem transfer gratuito, entretanto a av. Farrapos tem trânsito contínuo e o quarto não tem isolamento acústico, o que é terrível para dormir.",quarto,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Café da manhã simples, mas com boa variedade.",café da manhã,positiva
Please extract the sentiment polarity for the given aspect in the review:,Equipe foi muito simpática no atendimento.,atendimento,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Funcionários atenciosos; localização excelente, a uma curta caminhada de vários pontos turísticos e do metrô; limpo e confortável, hotel charmoso estilo europeu; café da manhã com pouca variedade para quem gosta de salgados, mas com produtos de excelentte qualidade; os petiscos e bebidas no final de tarde são restauradores, após um dia de intensas caminhadas.",funcionários,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Funcionários atenciosos; localização excelente, a uma curta caminhada de vários pontos turísticos e do metrô; limpo e confortável, hotel charmoso estilo europeu; café da manhã com pouca variedade para quem gosta de salgados, mas com produtos de excelentte qualidade; os petiscos e bebidas no final de tarde são restauradores, após um dia de intensas caminhadas.",localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Funcionários atenciosos; localização excelente, a uma curta caminhada de vários pontos turísticos e do metrô; limpo e confortável, hotel charmoso estilo europeu; café da manhã com pouca variedade para quem gosta de salgados, mas com produtos de excelentte qualidade; os petiscos e bebidas no final de tarde são restauradores, após um dia de intensas caminhadas.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Funcionários atenciosos; localização excelente, a uma curta caminhada de vários pontos turísticos e do metrô; limpo e confortável, hotel charmoso estilo europeu; café da manhã com pouca variedade para quem gosta de salgados, mas com produtos de excelentte qualidade; os petiscos e bebidas no final de tarde são restauradores, após um dia de intensas caminhadas.",café da manhã,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Ótima localização, transporte público muito acessível, quartos amplos, funcionários atenciosos, solicitações atendidas em 5 minutos (coisa rara em hotéis de grandes cidades) e muito limpo.",localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Ótima localização, transporte público muito acessível, quartos amplos, funcionários atenciosos, solicitações atendidas em 5 minutos (coisa rara em hotéis de grandes cidades) e muito limpo.",quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Ótima localização, transporte público muito acessível, quartos amplos, funcionários atenciosos, solicitações atendidas em 5 minutos (coisa rara em hotéis de grandes cidades) e muito limpo.",funcionários,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Ótima localização, transporte público muito acessível, quartos amplos, funcionários atenciosos, solicitações atendidas em 5 minutos (coisa rara em hotéis de grandes cidades) e muito limpo.",cidade,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Recomendo a todos, mesmo porque tudo isso relacionado ao preço, posso concluir que valeu muito a pena.",preço,positiva
Please extract the sentiment polarity for the given aspect in the review:,Certamente voltarei ao Salisbury Hotel.,hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,Limpeza ruim e tardia (os quartos não eram limpos antes as 15:00) e alimentação muito cara.,limpeza,negativa
Please extract the sentiment polarity for the given aspect in the review:,Limpeza ruim e tardia (os quartos não eram limpos antes as 15:00) e alimentação muito cara.,quarto,negativa
Please extract the sentiment polarity for the given aspect in the review:,Funcionários muito resistentes a falar em inglês.,funcionários,negativa
Please extract the sentiment polarity for the given aspect in the review:,E a cama de casal era na verdade duas camas de solteiro unidas com dois edredons separados também.,cama,negativa
Please extract the sentiment polarity for the given aspect in the review:,Hotel imundo quarto ridiculamente pequeno e imundo² os pedreiros eram barulhentos e faziam algazarra o tempo inteiro LIXO EM BAIXO DA CAMA (RESTOS DE PÃO E BISCOITO),hotel,negativa
Please extract the sentiment polarity for the given aspect in the review:,Hotel imundo quarto ridiculamente pequeno e imundo² os pedreiros eram barulhentos e faziam algazarra o tempo inteiro LIXO EM BAIXO DA CAMA (RESTOS DE PÃO E BISCOITO),quarto,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Para um estabelecimento pífio desse laia, os preços cobrados se tornam uma fortuna, um barato que sai caro.. deveria ser cobrado no máximo R$ 10,00 pois até Motéis Baratos são mais confortáveis, menos sujos e menos feios.",estabelecimento,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Para um estabelecimento pífio desse laia, os preços cobrados se tornam uma fortuna, um barato que sai caro.. deveria ser cobrado no máximo R$ 10,00 pois até Motéis Baratos são mais confortáveis, menos sujos e menos feios.",preço,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Economize o seu dinheiro e vá para um motel, durma no carro ou mesmo, se estiver duro, durma na praça, pois, com certeza a relação custo-benefício será mais honesta e fidedigna.",motel,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Economize o seu dinheiro e vá para um motel, durma no carro ou mesmo, se estiver duro, durma na praça, pois, com certeza a relação custo-benefício será mais honesta e fidedigna.",praça,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Economize o seu dinheiro e vá para um motel, durma no carro ou mesmo, se estiver duro, durma na praça, pois, com certeza a relação custo-benefício será mais honesta e fidedigna.",custo-benefício,negativa
Please extract the sentiment polarity for the given aspect in the review:,"The city club hotel é um hotel pequeno muito próximo a times square , com restaurantes , farmácia e bancos próximos , além de estações do metro !",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,Pessoal muito gentil com serviço de ótima qualidade !,serviço,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Quarto - grande com tv LCD a cabo  Internet - wi fi free  Cama - bom tamanho , roupa cama nova  Chuveiro - muita água quente e fácil de regular   Ar condicionado - quente e frio funcionam  Carregador de iPhone disponível",cama,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Quarto - grande com tv LCD a cabo  Internet - wi fi free  Cama - bom tamanho , roupa cama nova  Chuveiro - muita água quente e fácil de regular   Ar condicionado - quente e frio funcionam  Carregador de iPhone disponível",chuveiro,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Acho que foi uma boa escolha pois embora os móveis sejam antigos e o carpete um pouco gasto, o quarto era grande, as camas limpas e confortáveis e o chuveiro bom.",móveis,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Acho que foi uma boa escolha pois embora os móveis sejam antigos e o carpete um pouco gasto, o quarto era grande, as camas limpas e confortáveis e o chuveiro bom.",carpete,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Acho que foi uma boa escolha pois embora os móveis sejam antigos e o carpete um pouco gasto, o quarto era grande, as camas limpas e confortáveis e o chuveiro bom.",cama,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Acho que foi uma boa escolha pois embora os móveis sejam antigos e o carpete um pouco gasto, o quarto era grande, as camas limpas e confortáveis e o chuveiro bom.",chuveiro,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O quarto era minusculo, sem espáco para as malas.",quarto,negativa
Please extract the sentiment polarity for the given aspect in the review:,"O serviço péssimo, vários dias estava muito sujo (passei 6 noites lá).",serviço,negativa
Please extract the sentiment polarity for the given aspect in the review:,O Café da manhã é bom.,café da manhã,positiva
Please extract the sentiment polarity for the given aspect in the review:,"toda vez que vou a nyc, eu fico nesse hotel.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"a localização é a melhor possível, ao lado da times square.",localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,"o hotel é lindo, os quartos são ótimo, super limpos, o staff é educado e solicito.",quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,o café da manhã é ótimo.,café da manhã,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Além de tudo que já foi dito da localizaçao, conforto, quartos remodelados e preço das diárias, o Paris tem boas opções de restaurantes (o que é ótimo quando vc chega cansado dos passeios e compras.",quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Tentei achar um hotel para passar a noite para embarcar pela manhã só consegui esse hotel, como todos sabem em cima da hora o valor é fora da realidade, paguei valor como se fosse um hotel no minimo 3 estrelas, mais esse hotel parece hotel de beira de estrada ou em frente de rodoviária.",hotel,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Tentei achar um hotel para passar a noite para embarcar pela manhã só consegui esse hotel, como todos sabem em cima da hora o valor é fora da realidade, paguei valor como se fosse um hotel no minimo 3 estrelas, mais esse hotel parece hotel de beira de estrada ou em frente de rodoviária.",rodoviária,neutra
Please extract the sentiment polarity for the given aspect in the review:,"O quarto de bom tamanho, mais muito antigo, faltava uma reforma, mais o mais importante o café da manhã com bolos e pães amanhecidos, leite aguado, não recomendo.",quarto,negativa
Please extract the sentiment polarity for the given aspect in the review:,"O quarto de bom tamanho, mais muito antigo, faltava uma reforma, mais o mais importante o café da manhã com bolos e pães amanhecidos, leite aguado, não recomendo.",café da manhã,negativa
Please extract the sentiment polarity for the given aspect in the review:,"A localização do hotel é muito boa, pois dá pra conhecer os pontos turísticos a pé.",localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,"A localização do hotel é muito boa, pois dá pra conhecer os pontos turísticos a pé.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Apesar de estar no centrão de Paris, a área do hotel é segura, com bares, restaurantes, shopping e metrô por perto.",shopping,neutra
Please extract the sentiment polarity for the given aspect in the review:,Os funcionários são muito atenciosos.,funcionários,positiva
Please extract the sentiment polarity for the given aspect in the review:,"A única coisa que não gostei foi do banheiro do quarto, pois o vaso sanitário fica separado do banheiro propriamente dito, onde há chuveiro, banheira e pia.",quarto,negativa
Please extract the sentiment polarity for the given aspect in the review:,"A única coisa que não gostei foi do banheiro do quarto, pois o vaso sanitário fica separado do banheiro propriamente dito, onde há chuveiro, banheira e pia.",chuveiro,neutra
Please extract the sentiment polarity for the given aspect in the review:,"A única coisa que não gostei foi do banheiro do quarto, pois o vaso sanitário fica separado do banheiro propriamente dito, onde há chuveiro, banheira e pia.",banheira,neutra
Please extract the sentiment polarity for the given aspect in the review:,"A única coisa que não gostei foi do banheiro do quarto, pois o vaso sanitário fica separado do banheiro propriamente dito, onde há chuveiro, banheira e pia.",pia,neutra
Please extract the sentiment polarity for the given aspect in the review:,Tradicional hotel em localização ótima para negócios no centro de Porto Alegre.,hotel,neutra
Please extract the sentiment polarity for the given aspect in the review:,Tradicional hotel em localização ótima para negócios no centro de Porto Alegre.,localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Os quartos continuam, em sua maioria, muito antigos, com pouco espaço, banheiros estreitos e com duchas fracas.",quarto,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Os quartos continuam, em sua maioria, muito antigos, com pouco espaço, banheiros estreitos e com duchas fracas.",ducha,negativa
Please extract the sentiment polarity for the given aspect in the review:,"O Regente oferece apartamentos mobiliados, sendo que fiquei num com cozinha,sala, 1 dormitório e banheiro.",apartamento,neutra
Please extract the sentiment polarity for the given aspect in the review:,"O Regente oferece apartamentos mobiliados, sendo que fiquei num com cozinha,sala, 1 dormitório e banheiro.",cozinha,neutra
Please extract the sentiment polarity for the given aspect in the review:,"As instalações são um pouco antigas, mas estão bem conservadas.",instalações,positiva
Please extract the sentiment polarity for the given aspect in the review:,O quarto é minúsculo!,quarto,negativa
Please extract the sentiment polarity for the given aspect in the review:,"As camas de solteiro formam praticamente uma de casal, são quase unidas.",cama,positiva
Please extract the sentiment polarity for the given aspect in the review:,"As camas de solteiro formam praticamente uma de casal, são quase unidas.",casal,positiva
Please extract the sentiment polarity for the given aspect in the review:,O secador é horrível...,secador,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Ótima localização, a alguns passos de Times Square, perto de Central e Bryant Park.",localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Room Tip: evite o café da manhã, muito caro para pouca comida.",café da manhã,negativa
Please extract the sentiment polarity for the given aspect in the review:,"O hotel precisa passar urgentemente por reforma, o hotel serve para quem está de passagem pela cidade só para dormir, como foi o meu caso.",hotel,negativa
Please extract the sentiment polarity for the given aspect in the review:,"O hotel precisa passar urgentemente por reforma, o hotel serve para quem está de passagem pela cidade só para dormir, como foi o meu caso.",cidade,neutra
Please extract the sentiment polarity for the given aspect in the review:,"O atendimento foi bom, e o café da manhã tava bom, o quarto é super simples.",atendimento,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O atendimento foi bom, e o café da manhã tava bom, o quarto é super simples.",café da manhã,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O atendimento foi bom, e o café da manhã tava bom, o quarto é super simples.",quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,Hotel instalado em edifício antigo.,hotel,negativa
Please extract the sentiment polarity for the given aspect in the review:,"O quarto que usei tinha acabamentos bastante antigos, mas a cama era bastante confortável, e como era na parte mais aos fundos do hotel, era silencioso.",quarto,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Os corredores dão uma sensação meio fúnebre, por não ter muita iluminação.",corredor,negativa
Please extract the sentiment polarity for the given aspect in the review:,"O acesso é fácil, fica numa ótima localização, perto da Praça da Alfândega e centro histórico da da cidade.",localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O acesso é fácil, fica numa ótima localização, perto da Praça da Alfândega e centro histórico da da cidade.",praça,neutra
Please extract the sentiment polarity for the given aspect in the review:,"O acesso é fácil, fica numa ótima localização, perto da Praça da Alfândega e centro histórico da da cidade.",cidade,neutra
Please extract the sentiment polarity for the given aspect in the review:,O atendimento é bom.,atendimento,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Hotel com ótimas acomodações, quarto espaçoso, banheiro amplo com um chuveiro maravilhoso.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Hotel com ótimas acomodações, quarto espaçoso, banheiro amplo com um chuveiro maravilhoso.",quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Hotel com ótimas acomodações, quarto espaçoso, banheiro amplo com um chuveiro maravilhoso.",chuveiro,positiva
Please extract the sentiment polarity for the given aspect in the review:,Deixaram fazer check in antes do horário e check out so na hora do nosso vôo.,horário,neutra
Please extract the sentiment polarity for the given aspect in the review:,Nova York é uma cidade de sonho...,cidade,positiva
Please extract the sentiment polarity for the given aspect in the review:,Tive oportunidade de ficar neste hotel e foi uma experiência espetacular.,hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,Hotel com péssimo serviço de limpeza e arrumação dos quartos.,hotel,negativa
Please extract the sentiment polarity for the given aspect in the review:,Hotel com péssimo serviço de limpeza e arrumação dos quartos.,serviço,negativa
Please extract the sentiment polarity for the given aspect in the review:,Hotel com péssimo serviço de limpeza e arrumação dos quartos.,limpeza,negativa
Please extract the sentiment polarity for the given aspect in the review:,Hotel com péssimo serviço de limpeza e arrumação dos quartos.,quarto,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Aquecimento do quarto (todos os quartos do hotel) sem funcionar, assim como a água para banho não aquecia suficientemente para um banho confortável.",aquecimento,negativa
Please extract the sentiment polarity for the given aspect in the review:,boa limpeza.,limpeza,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Com um ótimo atendimento e novo conceito, o hotel boutique possui camas extremamentes confortáveis.",atendimento,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Com um ótimo atendimento e novo conceito, o hotel boutique possui camas extremamentes confortáveis.",hotel,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Com um ótimo atendimento e novo conceito, o hotel boutique possui camas extremamentes confortáveis.",cama,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Embora o preço seja um ponto negativo, vale a pena cada dólar gasto.",preço,negativa
Please extract the sentiment polarity for the given aspect in the review:,Sua excelente localização garante que você chegue ao Central Park em minutos ou a 5ª Avenida com apenas alguns passos.,localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,O hotel fica perto do ponto de metro e próximo ao aeroporto.,hotel,neutra
Please extract the sentiment polarity for the given aspect in the review:,O hotel fica perto do ponto de metro e próximo ao aeroporto.,aeroporto,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Os quartos que ficam em frente a avenida Farrapos apresenta um pouco de barulho, mas nada que incomode, principalmente e noite.",quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Ótimo preço, funcionários super atencioso, acomodações esplendidas, ótima localização.",preço,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Ótimo preço, funcionários super atencioso, acomodações esplendidas, ótima localização.",funcionários,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Ótimo preço, funcionários super atencioso, acomodações esplendidas, ótima localização.",localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,A vista do meu quarto foi perfeita.,quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,A piscina do hotel e simplesmente demais.,piscina,positiva
Please extract the sentiment polarity for the given aspect in the review:,Simplesmente fiquei apaixonada pelo hotel e voltaria sempre que estivesse na cidade.,cidade,neutra
Please extract the sentiment polarity for the given aspect in the review:,Gostei muito do hotel.,hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,Quarto limpo e bem decorado.,quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Atendimento excelente, café da manhã com muita variedade.",atendimento,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Atendimento excelente, café da manhã com muita variedade.",café da manhã,positiva
Please extract the sentiment polarity for the given aspect in the review:,o único defeito é a localização do hotel.,localização,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Fica numa rua deserta, afastada das boas atrações da cidade.",rua,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Fica numa rua deserta, afastada das boas atrações da cidade.",cidade,neutra
Please extract the sentiment polarity for the given aspect in the review:,"se estiver de carro, eles cobram a diária da garagem (o que eu acho que poderia ser uma cortesia do do hotel)",garagem,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Bom preço, bom hotel e perto do metro!",preço,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Bom preço, bom hotel e perto do metro!",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Tinha banheira no banheiro, quarto novos, minhas filhas adoraram, bom café da manhá.",banheira,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Tinha banheira no banheiro, quarto novos, minhas filhas adoraram, bom café da manhá.",quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Alguns amigos me indicaram este hotel para ficar em Paris, e após uma estadia de 7 noites lá recomendo muito o local e serviço!",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Alguns amigos me indicaram este hotel para ficar em Paris, e após uma estadia de 7 noites lá recomendo muito o local e serviço!",serviço,positiva
Please extract the sentiment polarity for the given aspect in the review:,Os quartos sao bons e espaçosos e o café é uma delicia!,quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Foram 10 dias em Paris, o hotel é mutio bom, o pessoal da recepção é muito atencioso, fazem de tudo para agradar.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Foram 10 dias em Paris, o hotel é mutio bom, o pessoal da recepção é muito atencioso, fazem de tudo para agradar.",recepção,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O café da manhã muito bom, bem servido e completo.",café da manhã,positiva
Please extract the sentiment polarity for the given aspect in the review:,"A rua em que ele está é muito charmosa e tem tudo que se precisa, desde loja de conveniencia, restaurantes, padaria, e locação de bikes para passear por Paris.",rua,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Os quartos são menores, quando comparados aos dessa rede.",quarto,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Mas mantém a mesma qualidade em termos de roupagem, camas, café da manhã, atendimento dos funcionários etc...",cama,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Mas mantém a mesma qualidade em termos de roupagem, camas, café da manhã, atendimento dos funcionários etc...",café da manhã,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Mas mantém a mesma qualidade em termos de roupagem, camas, café da manhã, atendimento dos funcionários etc...",atendimento,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Mas mantém a mesma qualidade em termos de roupagem, camas, café da manhã, atendimento dos funcionários etc...",funcionários,positiva
Please extract the sentiment polarity for the given aspect in the review:,"A localização é ótima, perto de times square, dos teatros, metrô, tours etc...",localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O hotel possui uma excelente localização, de onde se pode conhecer andando os principais pontos turísticos de Paris.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O hotel possui uma excelente localização, de onde se pode conhecer andando os principais pontos turísticos de Paris.",localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,O pessoal da recepção é bastante gentil.,recepção,positiva
Please extract the sentiment polarity for the given aspect in the review:,O café da manhã é interessante.,café da manhã,positiva
Please extract the sentiment polarity for the given aspect in the review:,Os quartos são extremamente pequenos e precisam passar por uma reforma.,quarto,negativa
Please extract the sentiment polarity for the given aspect in the review:,O chuveiro do banheiro não possui cortina e consequentemente molha todo o piso.,chuveiro,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Hotel central, mas de estrutura antiquada.",hotel,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Quartos pequenos, limpos, mas com conforto minimo para um hotel de 4 estrelas.",quarto,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Quartos pequenos, limpos, mas com conforto minimo para um hotel de 4 estrelas.",conforto,neutra
Please extract the sentiment polarity for the given aspect in the review:,Pessoal de recepção amável.,recepção,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Chegados cerca das 10 da noite de longa viagem aérea, nãodispomos porem de serviço de restauração adequado.",serviço,negativa
Please extract the sentiment polarity for the given aspect in the review:,Café da manhã mediocre.,café da manhã,negativa
Please extract the sentiment polarity for the given aspect in the review:,Ótimo Hotel com quartos impecáveis.,hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,Ótimo Hotel com quartos impecáveis.,quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Atendimento excelente, preço justo, sem contar com a ótima localização em Nova York.",atendimento,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Atendimento excelente, preço justo, sem contar com a ótima localização em Nova York.",preço,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Atendimento excelente, preço justo, sem contar com a ótima localização em Nova York.",localização,positiva
